IdSiniestro,IdActorVictima,Sexo,TipoVictima,RangoEtario
20210378596,3,Femenino,Lesionada,Adulto 30 a 39
20210379561,1,Masculino,Lesionada,Adulto 50 a 59
20210383966,,Masculino,Lesionada,Adulto Joven
20210386279,,Femenino,Lesionada,Adulto 30 a 39
20210386465,,Femenino,Lesionada,Adulto 50 a 59
20210391377,,,Lesionada,
20210391459,,Femenino,Lesionada,Adulto 30 a 39
20210394843,,Femenino,Lesionada,Adulto Joven
20210397577,,Masculino,Lesionada,Adulto 40 a 49
20210402217,,Masculino,Lesionada,Adulto 30 a 39
20210404463,,Masculino,Lesionada,Adulto 40 a 49
20210407073,,Femenino,Lesionada,Adulto 40 a 49
20210407879,,Masculino,Lesionada,Adulto 30 a 39
20210425071,,,Lesionada,
20210432365,,Masculino,Lesionada,Infante
20210437088,,Masculino,Lesionada,Infante
20210450218,,Femenino,Lesionada,Adulto 50 a 59
20210454456,,Femenino,Lesionada,Adulto 40 a 49
20210454725,,Masculino,Lesionada,Adulto Joven
20210458886,,Masculino,Lesionada,Adolescente
20210463458,,Masculino,Lesionada,Adulto 50 a 59
20210463458,,Masculino,Lesionada,Adulto 30 a 39
20210464789,3,Masculino,Lesionada,Adulto Joven
20210467998,,Femenino,Lesionada,Adulto 30 a 39
20210469556,,Femenino,Lesionada,Adulto Joven
20210476986,3,Masculino,Lesionada,Adulto Joven
20210479334,,Femenino,Lesionada,Adulto 50 a 59
20210497852,,Femenino,Lesionada,Adulto 40 a 49
20210503338,,Femenino,Lesionada,Adulto 30 a 39
20210515495,,Femenino,Lesionada,Adulto 30 a 39
20210515495,,Masculino,Lesionada,Adulto Joven
20210516630,,Femenino,Lesionada,
20210517591,,Masculino,Lesionada,Adulto 30 a 39
20210520574,,Masculino,Lesionada,Adulto 30 a 39
20210529289,,Femenino,Lesionada,Adulto 30 a 39
20210529289,,Masculino,Lesionada,Adulto 30 a 39
20210529289,,Masculino,Lesionada,Infante
20210530082,,Femenino,Lesionada,Adulto 40 a 49
20210541219,,Masculino,Lesionada,Adulto 30 a 39
20210541638,,Masculino,Lesionada,Adulto 30 a 39
20210560703,4,Masculino,Lesionada,Adulto Joven
20210560854,,Masculino,Gravemente Lesionada,Adulto 40 a 49
20210560854,,Masculino,Lesionada,Adulto 30 a 39
20210560854,,Masculino,Lesionada,Adulto 30 a 39
20210564436,2,Masculino,Lesionada,Adulto Joven
20210566118,2,,Lesionada,
20210567947,4,Femenino,Lesionada,Adulto 40 a 49
20210567947,4,Femenino,Lesionada,Adulto 40 a 49
20210569970,3,Masculino,Lesionada,Adulto 30 a 39
20210581762,1,Masculino,Lesionada,Adulto Mayor
20210582950,3,,Lesionada,
20210582950,3,Femenino,Lesionada,Adulto Joven
20210597658,3,Masculino,Lesionada,Adulto 40 a 49
20210598201,3,Masculino,Lesionada,Adulto Joven
20210600834,,Masculino,Lesionada,
20210603610,,Femenino,Lesionada,Adulto 30 a 39
20210604806,3,Masculino,Lesionada,Adulto 40 a 49
20210605295,3,Femenino,Lesionada,Adulto 30 a 39
20210606509,,Femenino,Lesionada,Adulto 40 a 49
20210606509,,Femenino,Lesionada,Adulto 30 a 39
20210607191,2,Femenino,Lesionada,Adulto 50 a 59
20210607614,3,Masculino,Lesionada,Adulto Joven
20210609905,,Masculino,Lesionada,
20210612143,4,Femenino,Lesionada,Adulto 40 a 49
20210624732,,Masculino,Gravemente Lesionada,Adulto Mayor
20210629013,,Femenino,Lesionada,Adulto Joven
20210636326,,Masculino,Lesionada,Adulto 40 a 49
20210645338,,Femenino,Lesionada,Adulto Joven
20210645338,,Masculino,Lesionada,Adulto Joven
20210651692,,Masculino,Lesionada,Adulto 30 a 39
20210652565,,Femenino,Lesionada,Adulto Mayor
20210000306,3,Femenino,Lesionada,Adulto 30 a 39
20210017790,3,Femenino,Lesionada,Adulto 30 a 39
20210108662,2,Femenino,Lesionada,Adulto Joven
20210136440,3,,Lesionada,
20210136440,3,Femenino,Lesionada,Adulto 40 a 49
20210162620,3,Masculino,Lesionada,Adulto 40 a 49
20210173228,,Femenino,Lesionada,Adulto 40 a 49
20210173228,,Femenino,Lesionada,Adulto 30 a 39
20210173228,,Femenino,Lesionada,Adulto Joven
20210173228,,Masculino,Lesionada,Adolescente
20210173228,,Masculino,Lesionada,Infante
20210173228,,Masculino,Lesionada,Adulto Joven
20210182807,3,Masculino,Lesionada,Adulto 40 a 49
20210197811,3,Masculino,Lesionada,Adolescente
20210197811,3,Masculino,Lesionada,Adolescente
20210198559,3,Masculino,Lesionada,
20210221947,,,Lesionada,
20210225703,,,Lesionada,
20210226625,,,Lesionada,
20210234816,,,Lesionada,
20210272002,,Masculino,Lesionada,Adulto 50 a 59
20210273269,2,Femenino,Lesionada,Adulto 50 a 59
20210276797,,Masculino,Lesionada,Adulto Joven
20210310322,2,,Lesionada,
20210310322,2,Femenino,Lesionada,Adulto Joven
20210310439,3,Masculino,Lesionada,Adulto Joven
20210314098,3,Masculino,Lesionada,Adulto Joven
20210320513,1,Femenino,Lesionada,Adolescente
20210338441,3,Femenino,Lesionada,Adulto 30 a 39
20210338441,3,Femenino,Lesionada,Adulto 30 a 39
20210338441,3,Masculino,Lesionada,Adulto Joven
20210348729,3,Masculino,Lesionada,Adulto 50 a 59
20210378773,2,Femenino,Lesionada,Adulto Joven
20210379894,,Masculino,Lesionada,Adulto 30 a 39
20210391262,,Masculino,Lesionada,Adulto Joven
20210401119,3,Masculino,Lesionada,Adulto 30 a 39
20210401243,,Femenino,Lesionada,Adulto Joven
20210401310,,Masculino,Lesionada,
20210415825,,Femenino,Lesionada,Infante
20210444613,1,Femenino,Lesionada,Adulto 40 a 49
20210448011,,Masculino,Lesionada,Adulto Joven
20210460085,3,Masculino,Lesionada,Adulto 40 a 49
20210463312,3,Masculino,Lesionada,Adulto Joven
20210476180,3,Femenino,Lesionada,Adolescente
20210477628,3,Masculino,Lesionada,Adulto 30 a 39
20210491798,3,Femenino,Lesionada,Adulto Mayor
20210491798,3,Femenino,Lesionada,Adulto Joven
20210491798,3,Masculino,Lesionada,Adulto Joven
20210505300,3,Masculino,Lesionada,Adulto 40 a 49
20210513406,,Masculino,Lesionada,Adulto 50 a 59
20210514070,3,Masculino,Lesionada,Adulto Mayor
20210534074,,Femenino,Lesionada,
20210536700,1,Femenino,Lesionada,Adulto 30 a 39
20210538319,,Masculino,Lesionada,Adulto Joven
20210538459,,Masculino,Lesionada,Adulto 30 a 39
20210545516,3,Masculino,Lesionada,Adulto Joven
20210553869,3,Femenino,Lesionada,Adulto 40 a 49
20210553869,3,Masculino,Lesionada,Adulto 40 a 49
20210554494,3,Masculino,Lesionada,Adulto Joven
20210554494,3,Femenino,Lesionada,Adulto Joven
20210559452,3,Masculino,Lesionada,Adulto 30 a 39
20210598275,,Masculino,Lesionada,
20210598275,,Masculino,Lesionada,Adulto Joven
20210607246,,,Lesionada,
20210607493,3,Masculino,Lesionada,Adulto 30 a 39
20210609188,,Masculino,Lesionada,Adulto Joven
20210609188,,Masculino,Lesionada,Adolescente
20210609188,,Masculino,Lesionada,Adolescente
20210610061,,Masculino,Lesionada,Adulto 40 a 49
20210610061,,Masculino,Lesionada,Adulto 40 a 49
20210610061,,Masculino,Lesionada,Adulto 50 a 59
20210610146,,Masculino,Lesionada,Adulto 40 a 49
20210617563,,Masculino,Lesionada,Adulto 50 a 59
20210617563,,Femenino,Lesionada,Adulto 50 a 59
20210617563,,Femenino,Lesionada,Adulto 30 a 39
20210617563,,Femenino,Lesionada,Adulto Joven
20210617563,,Masculino,Lesionada,Infante
20210635702,,Femenino,Lesionada,Adulto 30 a 39
20210642075,,Masculino,Lesionada,Adulto 30 a 39
20210642075,,Masculino,Lesionada,Adulto Joven
20210643878,,Femenino,Lesionada,Adulto Mayor
20210652027,,Masculino,Lesionada,Adulto Joven
20210001729,3,Masculino,Lesionada,Adulto Joven
20210001840,3,Masculino,Lesionada,Adulto 30 a 39
20210003004,3,Masculino,Lesionada,Adulto 30 a 39
20210003004,3,Masculino,Lesionada,Adulto 30 a 39
20210004124,,,Lesionada,
20210017760,3,Masculino,Lesionada,Adulto 30 a 39
20210018779,3,Femenino,Lesionada,Adulto 50 a 59
20210027539,3,Masculino,Lesionada,Adulto 40 a 49
20210029717,1,,Lesionada,
20210033210,3,Masculino,Lesionada,Adulto Joven
20210036015,3,Femenino,Gravemente Lesionada,Adulto 40 a 49
20210052999,2,Femenino,Lesionada,Adulto Joven
20210053654,3,Masculino,Lesionada,Adulto 50 a 59
20210056009,,Masculino,Lesionada,Adulto 40 a 49
20210060994,3,Femenino,Lesionada,Adulto 30 a 39
20210063320,3,Masculino,Lesionada,Adulto 50 a 59
20210066545,3,Masculino,Lesionada,Adulto Joven
20210088935,3,Masculino,Lesionada,Adulto 40 a 49
20210092640,3,Masculino,Lesionada,Adulto Joven
20210107606,3,Masculino,Lesionada,Adulto Joven
20210114651,1,Masculino,Lesionada,Adulto 30 a 39
20210122332,3,,Lesionada,
20210123852,3,Femenino,Lesionada,Adulto 50 a 59
20210131831,2,Masculino,Lesionada,
20210133219,3,Masculino,Lesionada,Adulto Joven
20210137758,3,Masculino,Lesionada,Adulto Joven
20210142712,3,Masculino,Lesionada,Adulto 30 a 39
20210145204,3,Masculino,Lesionada,Adulto Joven
20210147129,1,Femenino,Lesionada,Adulto 50 a 59
20210147519,,Femenino,Lesionada,Adulto Joven
20210164023,3,Masculino,Lesionada,Adulto 40 a 49
20210167736,3,Masculino,Lesionada,Adulto 50 a 59
20210175841,3,,Lesionada,
20210175841,3,Femenino,Lesionada,Adulto 30 a 39
20210186372,2,Masculino,Lesionada,Adulto 40 a 49
20210198842,1,Masculino,Lesionada,Adulto Mayor
20210239359,,,Lesionada,
20210243805,,,Lesionada,
20210247180,3,Masculino,Lesionada,Adulto 40 a 49
20210251385,1,Femenino,Lesionada,Adulto 50 a 59
20210270266,4,Femenino,Lesionada,Adulto 40 a 49
20210276601,2,Masculino,Lesionada,Adulto 30 a 39
20210277697,3,Masculino,Lesionada,Adulto 30 a 39
20210302735,3,Masculino,Lesionada,
20210302735,3,Masculino,Lesionada,Adulto 30 a 39
20210304866,3,Masculino,Lesionada,Adulto Joven
20210306816,2,Masculino,Lesionada,Adulto 40 a 49
20210310973,,,Lesionada,
20210317038,2,Masculino,Lesionada,Adulto Joven
20210322893,3,Masculino,Lesionada,Adulto 30 a 39
20210324598,,Masculino,Gravemente Lesionada,Adulto 40 a 49
20210325869,3,Masculino,Lesionada,Adulto Joven
20210326351,2,Masculino,Lesionada,Adulto 30 a 39
20210338411,,Femenino,Lesionada,Adulto 40 a 49
20210344404,3,Masculino,Lesionada,Adulto Joven
20210345557,3,Masculino,Lesionada,Adulto 40 a 49
20210345784,3,Masculino,Lesionada,Adulto Mayor
20210345784,3,Masculino,Lesionada,Adulto 50 a 59
20210347701,,Masculino,Lesionada,Adulto 30 a 39
20210349870,,Femenino,Lesionada,Adulto 40 a 49
20210349870,,Femenino,Lesionada,Adulto Joven
20210349892,3,Masculino,Lesionada,Adulto 30 a 39
20210366270,3,,Gravemente Lesionada,
20210379316,3,Masculino,Lesionada,Adulto 50 a 59
20210386379,,Femenino,Lesionada,Adulto 50 a 59
20210387549,,Femenino,Lesionada,Adulto 50 a 59
20210390503,,Masculino,Lesionada,Adulto 30 a 39
20210391060,3,Femenino,Lesionada,Adulto Joven
20210391060,3,Masculino,Lesionada,Adulto Joven
20210391142,,Masculino,Lesionada,Adulto Mayor
20210395735,,Masculino,Lesionada,Adulto 30 a 39
20210400268,2,Masculino,Lesionada,Adulto 30 a 39
20210401509,3,Masculino,Lesionada,Adulto 30 a 39
20210402015,3,Masculino,Lesionada,Adulto Joven
20210407332,,Femenino,Lesionada,Adulto 40 a 49
20210413486,,Masculino,Lesionada,Adulto 40 a 49
20210414293,3,Femenino,Lesionada,Adulto 30 a 39
20210420410,3,Masculino,Lesionada,Adulto 40 a 49
20210428008,,Femenino,Lesionada,Adulto Mayor
20210434996,,Masculino,Lesionada,Adulto 30 a 39
20210436079,,Femenino,Lesionada,Adulto 30 a 39
20210445118,,Masculino,Lesionada,Adulto Joven
20210451209,3,Masculino,Lesionada,Adulto 30 a 39
20210451970,4,Femenino,Lesionada,Adulto 50 a 59
20210462377,,Masculino,Lesionada,Adulto Joven
20210465108,,Femenino,Lesionada,Adulto 40 a 49
20210471500,,Masculino,Lesionada,Adulto 40 a 49
20210472991,2,Masculino,Gravemente Lesionada,Adulto Mayor
20210478870,,Masculino,Lesionada,Adulto 40 a 49
20210498620,3,Masculino,Lesionada,Adulto 30 a 39
20210505181,3,Femenino,Lesionada,Adulto Joven
20210508348,,Femenino,Lesionada,Adulto Joven
20210523270,,Masculino,Lesionada,Adulto 40 a 49
20210523270,,Masculino,Lesionada,Adulto 50 a 59
20210523270,,Masculino,Lesionada,Adulto 40 a 49
20210527972,,Femenino,Lesionada,Adulto Mayor
20210528325,,Femenino,Lesionada,Adulto Joven
20210533371,,Masculino,Lesionada,Adulto 30 a 39
20210533834,,Masculino,Lesionada,Adulto 40 a 49
20210537165,,Femenino,Lesionada,Adulto Joven
20210540046,,Masculino,Lesionada,Adulto 50 a 59
20210540046,,Masculino,Lesionada,Adulto Joven
20210541949,,Masculino,Lesionada,Adulto Joven
20210544718,3,Masculino,Lesionada,Adulto Joven
20210548480,,Masculino,Lesionada,Adulto 30 a 39
20210562340,3,,Lesionada,
20210564407,,Masculino,Lesionada,Adulto 30 a 39
20210568381,,Femenino,Lesionada,Adulto 30 a 39
20210568381,,Masculino,Lesionada,Adulto 30 a 39
20210574686,3,Masculino,Lesionada,Adulto Joven
20210580443,3,Masculino,Lesionada,Adulto 30 a 39
20210592639,3,Masculino,Lesionada,Adulto Joven
20210598265,,Masculino,Lesionada,Adulto 30 a 39
20210599268,,Masculino,Lesionada,Adulto 30 a 39
20210602064,4,Femenino,Lesionada,Adulto 30 a 39
20210616864,3,Femenino,Lesionada,Adulto Joven
20210619216,3,Masculino,Lesionada,Adulto 30 a 39
20210632747,3,Femenino,Lesionada,Adulto 30 a 39
20210632747,3,,Lesionada,
20210635451,,Masculino,Lesionada,Adulto Joven
20210636865,1,Masculino,Lesionada,Adulto Joven
20210643236,,Femenino,Lesionada,Adulto 30 a 39
20210002720,3,Masculino,Lesionada,Adulto Joven
20210009098,3,Masculino,Lesionada,Adulto 30 a 39
20210013883,3,Masculino,Lesionada,Adulto 30 a 39
20210016627,1,Masculino,Lesionada,Adulto Joven
20210021351,3,Femenino,Lesionada,Adulto 30 a 39
20210021351,3,Masculino,Lesionada,Adulto 40 a 49
20210022841,3,,Lesionada,
20210022841,3,Masculino,Lesionada,Adulto 30 a 39
20210028772,2,Femenino,Lesionada,Adulto Joven
20210044254,1,Masculino,Lesionada,Adulto Mayor
20210045554,3,Femenino,Lesionada,Adulto Joven
20210051902,3,Masculino,Lesionada,Adulto Joven
20210060425,3,Masculino,Lesionada,Adulto 30 a 39
20210094797,3,Femenino,Lesionada,Adulto Joven
20210105838,,Masculino,Lesionada,Adolescente
20210105838,,Masculino,Lesionada,Adulto 40 a 49
20210108882,1,Femenino,Lesionada,Adulto 40 a 49
20210114413,1,Masculino,Lesionada,Adulto 30 a 39
20210120453,1,Femenino,Lesionada,Adulto 50 a 59
20210120532,1,Masculino,Lesionada,Adulto 40 a 49
20210123151,1,Masculino,Lesionada,Adulto 30 a 39
20210126744,3,Masculino,Lesionada,Adulto Joven
20210137762,3,Masculino,Lesionada,Adulto Mayor
20210138988,3,Femenino,Lesionada,Adulto 30 a 39
20210140635,1,Femenino,Lesionada,Adulto 40 a 49
20210147224,3,Masculino,Lesionada,Adulto 40 a 49
20210147785,1,Femenino,Lesionada,Adulto Joven
20210153811,2,,Lesionada,
20210153811,2,Masculino,Lesionada,Adulto 30 a 39
20210166603,3,Masculino,Lesionada,Adulto 30 a 39
20210169432,,,Lesionada,
20210171147,3,Masculino,Lesionada,Adulto Mayor
20210188003,4,Femenino,Lesionada,Adulto 40 a 49
20210210549,,,Lesionada,
20210216916,3,Masculino,Lesionada,Adulto Joven
20210228173,,,Lesionada,
20210248774,1,Masculino,Lesionada,Adulto 30 a 39
20210290834,2,Femenino,Lesionada,Adolescente
20210304666,,Masculino,Lesionada,Adolescente
20210311513,1,Masculino,Lesionada,Adulto 50 a 59
20210315820,1,Masculino,Lesionada,Adulto Mayor
20210325953,3,,Lesionada,
20210330833,4,Femenino,Lesionada,Adulto 50 a 59
20210348546,3,Masculino,Lesionada,Adulto Joven
20210348546,3,Femenino,Lesionada,Adulto Joven
20210376892,3,Masculino,Lesionada,Adulto 30 a 39
20210379474,2,Masculino,Lesionada,Adulto Mayor
20210390474,3,Masculino,Lesionada,Adulto 30 a 39
20210401110,1,Masculino,Lesionada,Adulto 50 a 59
20210401110,1,Femenino,Lesionada,Adulto 50 a 59
20210401110,1,Masculino,Lesionada,Adulto 40 a 49
20210408370,3,Masculino,Lesionada,Adulto Joven
20210417476,3,Masculino,Lesionada,Adulto 30 a 39
20210425701,,Masculino,Lesionada,Adolescente
20210428804,,Masculino,Lesionada,Adulto 30 a 39
20210429889,,Femenino,Gravemente Lesionada,Adolescente
20210429889,,Femenino,Lesionada,Adulto 30 a 39
20210450944,,Femenino,Lesionada,Adulto Mayor
20210457733,3,Masculino,Lesionada,Adulto Joven
20210459152,3,Masculino,Gravemente Lesionada,Adulto 40 a 49
20210460519,1,Masculino,Lesionada,Adulto Joven
20210466694,3,Femenino,Lesionada,Adulto 30 a 39
20210468565,3,Masculino,Lesionada,Adulto 30 a 39
20210480258,4,,Lesionada,
20210494943,3,Femenino,Lesionada,Adulto 30 a 39
20210497976,,Masculino,Lesionada,Adulto Joven
20210499332,,Masculino,Lesionada,Adulto Joven
20210501238,,Masculino,Gravemente Lesionada,Adulto 30 a 39
20210514315,3,Masculino,Lesionada,Adulto 40 a 49
20210514315,3,Masculino,Lesionada,Adulto 30 a 39
20210523522,3,Masculino,Lesionada,Adulto Joven
20210527697,1,Femenino,Gravemente Lesionada,Adulto Joven
20210527697,1,Masculino,Lesionada,Adulto Joven
20210527983,3,Masculino,Lesionada,
20210537223,1,Masculino,Lesionada,Adolescente
20210540652,3,Masculino,Lesionada,Adulto Joven
20210542183,,Masculino,Lesionada,Adulto 30 a 39
20210543159,3,Masculino,Lesionada,Adulto 30 a 39
20210546093,1,Femenino,Lesionada,Adulto Mayor
20210551219,3,Masculino,Lesionada,Adulto 40 a 49
20210566654,3,Masculino,Lesionada,Adulto 30 a 39
20210582501,3,Masculino,Lesionada,Adulto 30 a 39
20210586367,1,Masculino,Lesionada,Adulto 30 a 39
20210586534,4,,Lesionada,
20210586534,4,Femenino,Lesionada,Adulto 40 a 49
20210586534,4,Masculino,Lesionada,Adulto 30 a 39
20210586534,4,Femenino,Lesionada,Adulto Joven
20210586534,4,Femenino,Lesionada,Adulto 50 a 59
20210587380,3,Femenino,Lesionada,Adulto Joven
20210593957,3,Femenino,Lesionada,Adulto 30 a 39
20210599755,1,Femenino,Lesionada,Adulto 30 a 39
20210610381,3,Masculino,Gravemente Lesionada,Adulto 40 a 49
20210629818,3,Femenino,Lesionada,Adulto Joven
20210644046,3,Masculino,Lesionada,Adulto Mayor
20210652865,,Masculino,Lesionada,Adulto Joven
20210652865,,Masculino,Lesionada,Adulto 50 a 59
20210076074,3,,Lesionada,
20210081165,1,Femenino,Lesionada,Adulto 40 a 49
20210085653,3,Masculino,Lesionada,Adulto 50 a 59
20210086415,3,Masculino,Lesionada,Adulto Joven
20210086415,3,Masculino,Lesionada,Adulto Joven
20210086415,3,,Lesionada,
20210094388,3,Masculino,Lesionada,Adulto 40 a 49
20210096139,4,Femenino,Lesionada,
20210096139,4,,Lesionada,
20210103021,3,Masculino,Lesionada,Adulto 40 a 49
20210115252,3,,Lesionada,
20210116049,,Masculino,Lesionada,Adulto 30 a 39
20210126409,3,Masculino,Lesionada,Adulto 30 a 39
20210126528,3,Masculino,Gravemente Lesionada,Adulto 40 a 49
20210127381,1,Masculino,Lesionada,Adulto Joven
20210128524,3,Masculino,Lesionada,Adulto Joven
20210131449,3,Masculino,Lesionada,Adulto 30 a 39
20210136499,1,Masculino,Lesionada,Adulto Mayor
20210138443,3,Masculino,Lesionada,Adulto 50 a 59
20210153585,3,Masculino,Lesionada,Adulto Mayor
20210153585,3,Masculino,Lesionada,Adulto 50 a 59
20210153585,3,Masculino,Lesionada,Adulto Joven
20210161890,3,Masculino,Lesionada,Adulto Joven
20210161890,3,Masculino,Lesionada,Adulto 40 a 49
20210161890,3,Masculino,Lesionada,Adulto Joven
20210163513,3,Masculino,Lesionada,Adulto Mayor
20210164975,3,Masculino,Lesionada,Adulto 50 a 59
20210166588,3,Masculino,Lesionada,Adulto 40 a 49
20210170661,3,Masculino,Lesionada,Adulto Joven
20210182970,2,Masculino,Lesionada,Adulto Joven
20210185768,1,Masculino,Lesionada,Adulto Mayor
20210194894,1,Masculino,Lesionada,Adulto 30 a 39
20210199515,3,Masculino,Lesionada,Adulto Joven
20210203003,1,Masculino,Lesionada,Adulto 40 a 49
20210244238,,Femenino,Lesionada,Adulto 30 a 39
20210248184,3,Masculino,Lesionada,Adulto Joven
20210251180,1,Femenino,Lesionada,Adulto 40 a 49
20210253618,3,Femenino,Lesionada,Adulto Joven
20210253824,,Femenino,Lesionada,
20210253824,,Masculino,Lesionada,Adulto 30 a 39
20210253824,,Femenino,Lesionada,Adolescente
20210255854,3,Masculino,Lesionada,Adulto 30 a 39
20210257356,3,Masculino,Lesionada,Adulto 30 a 39
20210258802,,Masculino,Lesionada,
20210261218,2,,Lesionada,
20210262021,3,Femenino,Lesionada,Adulto Joven
20210262557,3,Masculino,Lesionada,Adulto Joven
20210264341,3,Masculino,Lesionada,Adulto 30 a 39
20210266234,1,Masculino,Gravemente Lesionada,Adulto Mayor
20210276671,3,Masculino,Lesionada,Adulto 50 a 59
20210279755,2,Femenino,Lesionada,Adulto 40 a 49
20210285238,3,Masculino,Gravemente Lesionada,Adulto 30 a 39
20210285238,3,Femenino,Lesionada,Adulto 30 a 39
20210285645,1,Masculino,Gravemente Lesionada,Adulto Joven
20210289169,3,Femenino,Lesionada,Adulto 40 a 49
20210297392,3,Masculino,Lesionada,Adulto 30 a 39
20210301883,2,Femenino,Lesionada,Adulto Joven
20210311919,3,Masculino,Lesionada,Adulto 30 a 39
20210313318,3,,Lesionada,
20210315978,3,Masculino,Lesionada,Adulto Joven
20210317002,2,Femenino,Lesionada,Adulto 40 a 49
20210317933,3,Masculino,Lesionada,Adulto 40 a 49
20210319621,3,Masculino,Lesionada,Adulto Mayor
20210334400,3,Masculino,Lesionada,Adulto Joven
20210337415,3,Femenino,Lesionada,Adulto 30 a 39
20210337534,3,Masculino,Lesionada,Adulto 30 a 39
20210337606,3,Masculino,Lesionada,Adulto 30 a 39
20210340233,3,Masculino,Lesionada,Adulto Mayor
20210345214,3,Masculino,Lesionada,Adulto Mayor
20210347363,3,Masculino,Lesionada,Adulto Joven
20210367374,3,Masculino,Lesionada,Adulto 40 a 49
20210373557,3,,Lesionada,
20210373557,3,Femenino,Lesionada,Adulto 30 a 39
20210381269,,Femenino,Lesionada,Adulto 30 a 39
20210381393,,Femenino,Lesionada,Adulto Mayor
20210382544,,Masculino,Lesionada,Adulto 30 a 39
20210384814,,Masculino,Lesionada,Adulto 40 a 49
20210395222,,Masculino,Lesionada,Adulto Mayor
20210398448,,Masculino,Lesionada,Adulto Joven
20210399953,,Masculino,Lesionada,Adulto Joven
20210404840,,Femenino,Lesionada,Adulto 30 a 39
20210405955,,Masculino,Lesionada,Adulto 50 a 59
20210409347,,Masculino,Lesionada,Adulto Mayor
20210409474,,Femenino,Lesionada,Adulto Mayor
20210409474,,Masculino,Lesionada,Adulto Mayor
20210409589,,Masculino,Lesionada,Adulto Joven
20210412202,,Masculino,Lesionada,Adulto 30 a 39
20210413004,,Masculino,Lesionada,Adulto Joven
20210414915,,,Lesionada,
20210414915,,Masculino,Lesionada,Adulto 30 a 39
20210415301,3,Masculino,Gravemente Lesionada,Adulto 30 a 39
20210416679,,Masculino,Lesionada,Adulto 30 a 39
20210421184,,Masculino,Lesionada,Adulto 50 a 59
20210421333,,Masculino,Lesionada,Adulto Joven
20210422798,,Masculino,Lesionada,Adulto Joven
20210423744,,Masculino,Lesionada,Adulto 30 a 39
20210425223,,Masculino,Lesionada,Adulto 30 a 39
20210425894,,Masculino,Lesionada,
20210426403,3,Femenino,Lesionada,Adulto Joven
20210426882,,Femenino,Gravemente Lesionada,Adulto 30 a 39
20210427534,,Masculino,Lesionada,Adulto Joven
20210428486,,Femenino,Lesionada,Adulto Mayor
20210444534,,Masculino,Lesionada,Adolescente
20210449356,,Masculino,Lesionada,Adulto Joven
20210449640,,Femenino,Lesionada,Adulto 50 a 59
20210456619,,Femenino,Lesionada,Adulto Mayor
20210456815,,Masculino,Lesionada,Adulto 50 a 59
20210457875,,Masculino,Lesionada,Adulto Mayor
20210457875,,Femenino,Lesionada,Adulto 40 a 49
20210457875,,Femenino,Lesionada,Adulto 30 a 39
20210457875,,Femenino,Lesionada,Adolescente
20210461349,,Masculino,Lesionada,Adulto 30 a 39
20210461514,,Femenino,Lesionada,Adulto Joven
20210461514,,Masculino,Lesionada,Adulto 30 a 39
20210461742,,Femenino,Lesionada,Adulto Joven
20210472523,,Femenino,Lesionada,Adulto Joven
20210477277,,Masculino,Lesionada,Adulto 50 a 59
20210477343,,Femenino,Lesionada,Adulto Joven
20210484531,,Femenino,Lesionada,Adulto Joven
20210491796,,Masculino,Lesionada,Adulto 40 a 49
20210494912,,,Lesionada,
20210495884,,Masculino,Lesionada,Adulto Joven
20210500046,,Masculino,Lesionada,Adulto 30 a 39
20210511772,4,Masculino,Lesionada,Adulto Mayor
20210511772,4,Femenino,Lesionada,Adulto 40 a 49
20210511772,4,Masculino,Lesionada,Adulto 40 a 49
20210511982,,,Lesionada,
20210512457,,Femenino,Lesionada,Adulto 30 a 39
20210512457,,Femenino,Lesionada,Infante
20210534579,2,Femenino,Lesionada,Adulto 40 a 49
20210541584,2,Masculino,Lesionada,Adulto Mayor
20210546874,3,Masculino,Lesionada,Adulto 30 a 39
20210549596,2,Femenino,Lesionada,Adulto Mayor
20210560125,3,Masculino,Lesionada,Adulto Joven
20210566087,3,,Lesionada,
20210571717,3,Masculino,Lesionada,Adulto 30 a 39
20210573426,3,Masculino,Lesionada,Adulto Joven
20210574037,1,Masculino,Lesionada,
20210575099,3,Masculino,Lesionada,Adulto Joven
20210579618,,Masculino,Lesionada,Adulto 40 a 49
20210584911,3,Masculino,Lesionada,Adulto Mayor
20210588451,1,Femenino,Lesionada,Adulto 40 a 49
20210592591,3,Masculino,Lesionada,Adulto Joven
20210594377,2,Femenino,Lesionada,Adulto 30 a 39
20210605043,3,Masculino,Lesionada,Adulto Joven
20210609586,3,Masculino,Lesionada,Adulto Joven
20210612915,1,Femenino,Lesionada,Adulto Mayor
20210613408,3,Masculino,Lesionada,Adulto Joven
20210615298,1,Masculino,Gravemente Lesionada,Adulto 30 a 39
20210615941,,Masculino,Lesionada,Adulto Joven
20210618098,3,Masculino,Lesionada,
20210618147,3,Masculino,Lesionada,Adulto 30 a 39
20210627207,,,Lesionada,
20210628167,3,Masculino,Lesionada,
20210628167,3,Masculino,Lesionada,Adulto Mayor
20210629751,3,Femenino,Lesionada,Adulto 50 a 59
20210630024,,Masculino,Lesionada,Adulto 40 a 49
20210637269,,Masculino,Lesionada,Adulto 30 a 39
20210643126,,Femenino,Lesionada,Adulto Joven
20210031930,3,Femenino,Lesionada,Adulto Mayor
20210031930,3,Masculino,Lesionada,Adulto Mayor
20210035166,3,Masculino,Lesionada,Adulto 30 a 39
